Pk,Pk_,Yrs,G,FG%,3P%,FT%,WS,WS/48,BPM,VORP,MPG,PPG,RPG,APG
35,35,3,28,0.581,NA,0.531,0.6,0.202,0.1,0.1,5.4,2.4,1.4,0.3
35,35,10,366,0.451,0.222,0.748,8,0.086,-1.8,0.3,12.2,3.3,2.8,0.4
35,35,2,24,0.314,0.2,0.714,-0.1,-0.049,-5.1,-0.1,5,1.2,1,0.4
35,35,13,656,0.44,0.225,0.748,5.6,0.033,-5.5,-7,12.2,3.9,2.6,0.5
35,35,1,17,0.322,0.167,0.625,-0.1,-0.033,-4.2,-0.1,10.6,3,1.3,0.6
35,35,2,16,0.269,0.25,0.692,-0.2,-0.065,-6.6,-0.2,9.5,2.7,1.5,0.6
35,35,11,520,0.39,0.344,0.783,7.6,0.054,-2.7,-1.2,13,3.1,2,0.8
35,35,2,5,0.188,0.182,NA,-0.2,-0.116,-9.9,-0.1,12.6,1.6,1,0.8
35,35,8,514,0.447,0.182,0.7,18.6,0.082,-2.6,-1.7,21.1,8,4.4,0.9
35,35,14,963,0.674,0.083,0.475,93.9,0.174,1.3,22,27,9.2,10.4,1
35,35,2,85,0.555,0.2,0.743,3.2,0.125,-1.7,0.1,14.6,5.7,4.3,1
35,35,6,287,0.537,0.314,0.692,13.4,0.148,0.2,2.4,15.2,7.3,5.8,1.1
35,35,2,98,0.522,0.29,0.644,4.1,0.123,0.2,0.9,16.3,5.8,3.8,1.2
35,35,2,64,0.429,0.147,0.691,0,0.001,-4.6,-0.6,13.9,4.5,1.8,1.4
35,35,7,449,0.538,0.143,0.529,23.4,0.107,-0.1,5.1,23.5,5.6,7.1,1.5
35,35,11,758,0.425,0.366,0.747,39.1,0.085,-0.7,7,29.1,7.2,5.7,1.5
35,35,7,431,0.464,0.382,0.753,19,0.103,0.2,5,20.5,7.7,4.6,1.8
35,35,3,152,0.412,0.335,0.732,1.6,0.041,-2.7,-0.3,12.4,3.5,1,2
35,35,1,56,0.499,0.358,0.855,3.5,0.099,-0.6,0.6,29.9,9.6,3.9,2.1
35,35,13,861,0.521,0.071,0.722,80.3,0.143,1.4,23.1,31.2,16.2,9.5,2.2
35,35,2,122,0.457,0.404,0.798,3.7,0.058,-1.9,0.1,25,9,2,4.3
35,35,10,673,0.44,0.315,0.71,52.1,0.13,2.7,22.8,28.5,8.7,6.9,5.4
36,36,1,23,0.382,0.45,0.571,0,0.008,-1,0,4.5,2.6,0.6,0.1
36,36,2,47,0.389,NA,0.462,0.3,0.046,-3.7,-0.1,6.4,1.4,1.6,0.1
36,36,2,30,0.467,NA,0.724,0.5,0.105,-4.7,-0.2,7.5,2.1,1.9,0.1
36,36,1,18,0.318,0.25,0.6,0,-0.033,-9.5,-0.1,3.9,1,1.1,0.2
36,36,9,358,0.485,0,0.617,2.9,0.029,-4.9,-3.5,13.3,4.3,3.1,0.3
36,36,5,137,0.417,0.385,0.735,2.1,0.078,-1.6,0.1,9.2,4.4,1.7,0.3
36,36,2,52,0.425,NA,0.578,0,0,-5.2,-0.3,8.3,3.1,1.8,0.3
36,36,1,43,0.507,NA,0.652,1.3,0.101,-2.1,0,14.8,4.6,3.6,0.3
36,36,4,147,0.402,0.36,0.663,0.2,0.006,-6.2,-1.8,11.5,3.5,2.4,0.5
36,36,4,211,0.719,NA,0.555,22.4,0.217,2.2,5.2,23.6,8.4,7.4,0.5
36,36,8,471,0.528,0,0.551,20.9,0.109,-1.9,0.1,19.6,5.3,7.1,0.6
36,36,3,31,0.337,0.462,0.7,-0.2,-0.038,-2.8,-0.1,8.7,2.8,1.4,0.7
36,36,4,249,0.442,0.28,0.742,5.2,0.063,-2.1,-0.1,15.9,5.8,2.3,0.7
36,36,3,103,0.358,0.311,0.727,1.4,0.059,-2.4,-0.1,10.8,3.2,1.7,0.7
36,36,6,403,0.553,0.037,0.661,16,0.113,-1.2,1.4,16.9,7.6,3.9,0.8
36,36,2,51,0.486,0.34,0.484,1.4,0.098,-1.3,0.1,13.5,4.3,3.4,0.8
36,36,4,103,0.456,0,0.567,0.8,0.023,-3.4,-0.6,15.6,5.7,3.4,1
36,36,13,825,0.443,0.367,0.777,48.8,0.124,-0.1,9,23,10.1,5.6,1.1
36,36,1,21,0.259,0.161,0.75,-0.1,-0.03,-6,-0.2,7.2,1.8,0.8,1.1
36,36,2,81,0.387,0.235,0.571,0.1,0.004,-5,-0.6,9.7,2.3,0.6,1.3
36,36,3,119,0.408,0.299,0.652,0,0.001,-2.1,0,15.2,6.3,1.5,1.5
36,36,2,88,0.402,0.216,0.72,-0.5,-0.032,-6.1,-0.8,8.9,2.3,0.7,2
36,36,3,149,0.444,0.325,0.642,4.7,0.072,-1.4,0.5,20.7,5.6,3.5,2.1
36,36,3,112,0.421,0.269,0.816,1.6,0.058,-1.8,0.1,11.7,3.7,1.2,2.2
36,36,3,154,0.408,0.335,0.711,2.1,0.035,-2.6,-0.4,18.2,6,2,2.4
36,36,6,325,0.464,0.377,0.883,23.8,0.117,1.1,7.7,30.1,15.4,4.2,4.8
37,37,1,9,0.125,NA,NA,-0.1,-0.498,-29.8,-0.1,1.6,0.2,0.3,0
37,37,1,24,0.393,0.308,0.714,0,0.004,-5.7,-0.1,5,2.4,1,0.1
37,37,1,21,0.417,1,0.579,0.2,0.151,0.4,0,3.8,1,1.2,0.1
37,37,1,25,0.456,NA,0.75,0,-0.022,-5.7,-0.1,4.1,2.2,0.5,0.2
37,37,4,143,0.423,0,0.72,1.7,0.054,-5.4,-1.3,10.6,3.6,2.7,0.2
37,37,2,23,0.3,0.314,0.5,-0.1,-0.033,-6,-0.2,7,1.9,1.5,0.3
37,37,1,6,0.333,0,1,0,-0.049,-9.6,-0.1,5.2,1,0.8,0.3
37,37,5,276,0.382,0.343,0.706,5,0.059,-3.5,-1.5,14.6,3.4,2.2,0.4
37,37,2,13,0.357,0.333,0.75,0,0.025,-4.7,-0.1,6.1,2.1,1.2,0.5
37,37,4,39,0.336,0.286,0.667,-0.7,-0.1,-8.6,-0.6,9,2.8,1.3,0.5
37,37,1,41,0.354,0.3,0.815,0.2,0.019,-6.2,-0.5,12.4,3,1.7,0.5
37,37,2,91,0.442,0.306,0.685,1.1,0.06,-4.1,-0.5,9.5,3.2,1.6,0.5
37,37,2,103,0.44,0.347,0.674,1.5,0.059,-2.9,-0.3,12.3,4.9,2.8,0.6
37,37,7,337,0.444,0.35,0.759,8.7,0.078,-2,-0.1,16,4.9,3.5,0.6
37,37,4,114,0.389,0.309,0.721,1.8,0.074,-2.6,-0.2,10.1,3.7,2.4,0.7
37,37,2,6,0.583,NA,1,0.1,0.043,-5.4,-0.1,12.3,3,2.3,0.7
37,37,1,19,0.405,0.292,0.667,0.3,0.072,-2.7,0,9,2.6,1.4,0.7
37,37,7,387,0.446,0.226,0.814,13,0.082,-2.7,-1.4,19.6,8.4,4.3,0.8
37,37,7,424,0.524,0,0.608,19,0.129,-1.2,1.4,16.6,6.8,5.1,0.8
37,37,12,689,0.454,0.334,0.659,26,0.078,-1.5,2,23.3,6.4,4.1,0.9
37,37,10,492,0.406,0.361,0.706,4.5,0.035,-3.8,-2.7,12.5,3.3,1.1,1
37,37,7,372,0.606,0.256,0.745,26.6,0.162,0.5,4.9,21.1,9.6,5.8,1.1
37,37,1,5,0.154,0,NA,-0.2,-0.225,-13,-0.1,7.8,0.8,0.6,1.2
37,37,10,473,0.533,0,0.636,19.2,0.115,0.3,4.7,17,4.7,3.7,1.3
37,37,4,182,0.422,0.394,0.793,8,0.078,-0.9,1.3,27,13,2.1,1.3
37,37,11,717,0.409,0.39,0.851,20,0.077,0,6.1,17.3,7.5,1.7,1.6
37,37,2,151,0.435,0.138,0.778,1.1,0.017,-3.9,-1.5,20.6,9.9,2.1,2.1
37,37,11,433,0.463,0.34,0.705,18.5,0.107,0.3,4.7,19.1,5.4,3.9,2.1
37,37,10,549,0.459,0.359,0.783,14,0.071,-0.5,3.6,17.3,6.3,1.4,3.1
37,37,11,576,0.431,0.328,0.796,23.1,0.07,-2.1,-0.3,27.7,9.4,2,4.4
37,37,13,880,0.405,0.357,0.794,55.9,0.093,0.4,17.7,32.9,14.4,2.9,6.6
38,38,1,5,0.333,NA,NA,-0.1,-0.091,-10.3,-0.1,7.4,1.2,1.4,0
38,38,1,7,0.3,NA,0.667,0,0.06,-5.9,0,5.4,1.4,1.9,0.1
38,38,1,35,0.526,0,0.552,0.2,0.031,-6.5,-0.3,7.7,2.2,1.7,0.2
38,38,5,135,0.496,0,0.41,0.9,0.038,-5.7,-1.1,8.2,2.3,2,0.3
38,38,3,150,0.488,0,0.618,3.7,0.113,-3.9,-0.8,10.5,2.1,3.1,0.3
38,38,3,69,0.35,0.292,0.706,-0.1,-0.003,-3.9,-0.5,13.5,4.3,2.4,0.5
38,38,1,9,0.25,0,0.625,0,-0.011,-1.4,0,3.9,1.2,0.8,0.6
38,38,1,5,0.429,0.25,0.5,-0.2,-0.314,-13.2,-0.1,4.8,1.6,0.2,0.6
38,38,3,133,0.53,0.333,0.579,1.1,0.038,-3.3,-0.5,10.5,3.5,1.3,0.7
38,38,2,54,0.391,0.362,0.632,0.3,0.02,-3.3,-0.2,11.7,5.1,1.9,0.7
38,38,3,146,0.683,NA,0.664,9.5,0.189,1.2,1.9,16.4,7.1,4.3,0.7
38,38,12,720,0.433,0.366,0.633,16.5,0.094,-0.1,4,11.7,3.3,1.8,0.8
38,38,12,619,0.481,0.311,0.671,24.7,0.106,-0.9,3,18.1,4.9,3.7,0.8
38,38,3,91,0.377,0.304,0.747,0.3,0.016,-4.7,-0.6,9.4,3.2,0.9,0.8
38,38,3,39,0.388,0.316,0.75,0.5,0.058,-2.7,-0.1,10.5,4.1,1,0.9
38,38,3,21,0.34,0.273,0.722,-0.3,-0.095,-6.9,-0.2,7.6,2.3,0.5,1
38,38,4,135,0.419,0.236,0.712,0.7,0.021,-2.1,0,11.4,3.3,1.5,1.2
38,38,5,161,0.552,0.2,0.636,4.9,0.121,0.2,1.1,12,3.7,3.1,1.2
38,38,5,199,0.42,0.305,0.785,4.4,0.062,-2.8,-0.6,16.9,3.8,1.6,1.4
38,38,3,73,0.441,0.353,0.736,1.5,0.051,-1.1,0.3,18.9,5,2.2,1.6
38,38,10,634,0.458,0.375,0.797,54.7,0.142,1.1,14.5,29.1,13.5,7,1.7
38,38,5,179,0.388,0.353,0.847,5.6,0.102,-0.4,1.1,14.9,4.8,1.4,2.4
38,38,3,84,0.423,0.261,0.635,0.9,0.028,-2.6,-0.2,18.8,5.5,2.2,2.5
38,38,9,440,0.462,0.373,0.713,28.9,0.105,1.1,10.2,30.1,12.7,4.5,2.7
38,38,2,76,0.437,0.299,0.712,1.9,0.078,-1.2,0.2,15.6,5.3,2.1,3.1
38,38,1,54,0.523,0.407,0.677,2.5,0.087,-1.6,0.1,25.9,8.1,2.8,3.1
38,38,13,870,0.401,0.383,0.779,29.1,0.067,-1.2,4.2,23.9,6.5,2.1,4
38,38,9,606,0.393,0.363,0.784,25,0.077,-1.2,3.2,25.6,6.5,2.3,4.4
38,38,8,366,0.406,0.317,0.793,20.4,0.102,0.1,5.2,26.3,12.8,3,5.1
39,39,1,8,0.19,NA,NA,-0.2,-0.129,-15.9,-0.2,7.6,1,2.8,0
39,39,1,1,0,NA,NA,0,-0.371,-26.2,0,3,0,0,0
39,39,7,174,0.558,0.2,0.759,2.9,0.153,-1.9,0,5.3,1.9,1,0.1
39,39,3,61,0.335,0.25,0.795,-0.2,-0.025,-5,-0.3,7.3,3.2,0.7,0.2
39,39,3,104,0.45,0,0.557,0.3,0.014,-7,-1.3,9.9,3.6,2.6,0.2
39,39,5,119,0.321,0.336,0.681,0.9,0.045,-3.8,-0.4,7.7,2.5,1,0.3
39,39,5,206,0.525,0.143,0.716,6.8,0.157,0.5,1.3,10.1,3.2,2.5,0.3
39,39,8,181,0.51,0.25,0.576,3.8,0.11,-2.6,-0.2,9,2.8,2.7,0.4
39,39,2,35,0.337,0.306,0.857,0,-0.007,-4.1,-0.1,6.3,2.3,1,0.4
39,39,1,10,0.391,NA,0.6,0,0.008,-6.4,-0.1,5.6,2.1,1.9,0.4
39,39,2,29,0.463,0.304,0.72,0.3,0.056,-3.3,-0.1,7.7,3,1.5,0.6
39,39,5,78,0.407,0.34,0.772,0.3,0.018,-4.7,-0.6,11,4.2,1,0.7
39,39,6,200,0.42,0.325,0.751,3.3,0.064,-1.8,0.1,12.4,5.3,1.2,0.7
39,39,9,635,0.457,0.363,0.77,25.8,0.109,-1,2.9,17.8,6.2,4,0.8
39,39,4,141,0.432,0.3,0.763,1.7,0.043,-3.6,-0.8,13.2,3.1,2.3,0.8
39,39,1,68,0.367,0.321,0.86,0.4,0.024,-3.1,-0.2,11.6,2.7,1.8,1
39,39,5,148,0.42,0.077,0.665,1.6,0.066,-2.4,-0.1,8,2.9,0.5,1.2
39,39,8,541,0.452,0.346,0.719,27.1,0.093,-0.5,5.2,25.9,11.2,4,1.3
39,39,4,183,0.465,0.283,0.702,0,0.001,-4.2,-1.8,18.2,6.5,2.2,1.4
39,39,5,255,0.473,0.332,0.666,10.5,0.084,-0.3,2.6,23.6,6.8,4.3,1.6
39,39,2,56,0.345,0.263,0.776,-0.4,-0.022,-5.4,-0.7,15.1,4.2,1.7,2
39,39,13,793,0.414,0.356,0.745,23.2,0.072,-1.5,2,19.6,5.6,1.7,2.9
39,39,10,633,0.459,0.391,0.88,49.1,0.117,0.7,13.6,31.7,17,4.9,3.7
39,39,11,671,0.383,0.354,0.729,32.9,0.081,0,9.6,28.9,10.1,2.8,4.8
40,40,1,7,0.231,NA,1,-0.1,-0.211,-20.8,-0.1,3.4,1.4,0.9,0
40,40,2,55,0.415,0.4,0.643,-0.3,-0.028,-8.3,-0.8,9.3,3.3,1.7,0.2
40,40,1,10,0.273,0,NA,-0.1,-0.226,-19.4,-0.1,2.8,0.6,0,0.2
40,40,2,25,0.278,0.2,0.5,-0.1,-0.075,-7.7,-0.1,3.5,1.1,1.1,0.2
40,40,1,11,0.348,0.333,NA,0,-0.03,-4.9,0,5.3,1.6,0.6,0.3
40,40,1,8,0.433,NA,0.636,0,0.01,-7.2,-0.2,15.3,5,3.1,0.3
40,40,1,3,0.5,0.25,1,0.1,0.28,9.4,0,5,4.3,1.3,0.3
40,40,1,8,0.269,0.067,1,-0.1,-0.128,-10.8,-0.1,6.4,2,1.1,0.4
40,40,2,155,0.442,0.063,0.783,0.9,0.019,-5.9,-2.3,15.2,4.6,2.9,0.5
40,40,3,136,0.404,0,0.752,0.5,0.016,-5.9,-1.4,10.6,3.5,1.4,0.5
40,40,2,72,0.446,0.343,0.544,0.3,0.024,-3.1,-0.2,7.5,3.2,0.9,0.6
40,40,3,171,0.515,0.317,0.637,4.5,0.085,-1.3,0.4,14.9,5.2,2.4,0.7
40,40,8,377,0.484,0.328,0.767,13.2,0.107,-0.7,2,15.8,6.4,3.8,0.8
40,40,7,304,0.457,0.373,0.779,7.9,0.071,-1.7,0.4,17.4,5.9,2.6,0.8
40,40,3,131,0.444,0.329,0.739,2.3,0.052,-2.8,-0.4,16.1,6,3.1,0.9
40,40,6,222,0.439,0.329,0.831,5.4,0.059,-2.2,-0.2,19.7,7.1,2.1,1.1
40,40,4,207,0.402,0.314,0.78,0.8,0.01,-5.1,-3.1,19.4,7.3,2.6,1.1
40,40,1,28,0.409,0.362,0.583,0.2,0.038,-1.9,0,7.6,3.4,0.8,1.2
40,40,6,384,0.442,0.368,0.823,8,0.044,-2.5,-1.1,23,9.6,2.5,1.5
40,40,11,499,0.412,0.319,0.816,2.5,0.016,-3.9,-3.5,14.6,4.5,1.3,2.1
40,40,1,82,0.402,0.361,0.849,1.4,0.031,-2.3,-0.2,25.8,10.9,2.6,2.2
40,40,10,603,0.434,0.354,0.785,25.4,0.079,-0.2,7.2,25.7,11.6,4.3,2.7
40,40,7,418,0.428,0.361,0.834,23,0.088,-0.5,4.9,30,12,3.2,2.7
40,40,10,538,0.444,0.311,0.692,17.3,0.067,-1.3,2.4,23.1,8.6,4.1,2.9
40,40,1,2,0.667,NA,NA,0,0.004,-10.4,-0.1,16,2,2,3.5
40,40,14,852,0.425,0.267,0.811,27.4,0.065,-1.6,1.9,23.8,7.8,2.1,3.9
40,40,13,878,0.411,0.324,0.703,19.2,0.047,-1.4,2.8,22.2,6.4,2.3,4.4
40,40,12,833,0.451,0.314,0.772,41.9,0.069,-0.3,12.4,34.8,17.8,3.5,4.6
41,41,2,27,0.514,NA,0.5,0.3,0.101,-2.7,0,5.8,1.6,1.2,0.1
41,41,2,73,0.467,0,0.636,0.8,0.069,-7,-0.7,7.8,2.7,2.6,0.2
41,41,1,19,0.323,NA,0.6,0,-0.005,-8.3,-0.2,5.7,1.2,1.8,0.2
41,41,2,14,0.412,0.333,0.5,0,-0.014,-5.7,-0.1,7.7,2.1,1.1,0.3
41,41,1,17,0.6,NA,0.8,0.5,0.28,4.8,0.1,4.7,1.5,1.6,0.3
41,41,1,15,0.464,0.421,0.429,0.2,0.106,-0.1,0,6.1,2.5,0.5,0.3
41,41,2,70,0.483,NA,0.605,0.7,0.045,-5.7,-0.7,11.1,1.9,2.8,0.4
41,41,2,37,0.582,NA,0.518,0.7,0.089,-3.3,-0.1,10.7,2.9,1.9,0.4
41,41,2,24,0.415,0.462,1,0,-0.006,-5.9,-0.2,7.3,1.8,1,0.4
41,41,3,84,0.386,0.246,0.62,-1.3,-0.095,-7,-0.8,8,4.2,1,0.5
41,41,2,45,0.435,0,0.684,0.2,0.02,-4.4,-0.3,9.6,2.8,2.4,0.5
41,41,9,472,0.478,0.188,0.7,11.7,0.078,-2.7,-1.3,15.3,3.7,3.5,0.6
41,41,2,61,0.354,0.36,0.684,-0.9,-0.088,-8.1,-0.8,8,2.9,0.5,0.9
41,41,4,54,0.372,0.25,0.393,0,-0.001,-2.4,0,8.7,1.6,0.9,1
41,41,10,539,0.42,0.373,0.879,24.3,0.096,-0.6,4.2,22.5,9.3,2.1,1.1
41,41,4,146,0.596,0.167,0.609,8,0.145,0.2,1.5,18.2,5.3,6,1.1
41,41,7,406,0.447,0.366,0.791,17.6,0.113,0,3.7,18.4,5.8,3.3,1.2
41,41,3,33,0.329,0.1,0.696,-0.1,-0.02,-4,-0.2,9.1,2.2,1.8,1.3
41,41,11,535,0.447,0.281,0.751,22,0.084,-2.7,-2.1,23.5,7,7.4,1.3
41,41,2,104,0.389,0.35,0.669,1,0.03,-3.1,-0.5,16.1,6.7,2.3,1.3
41,41,12,731,0.425,0.346,0.765,12.9,0.042,-2.7,-2.7,20.2,8.3,1.8,1.4
41,41,4,132,0.384,0.322,0.63,-0.3,-0.01,-5.1,-1.2,11.1,3.3,1,1.4
41,41,3,144,0.495,0.326,0.755,4.6,0.075,-2.3,-0.2,20.4,10.3,3.4,1.4
41,41,2,83,0.492,0.24,0.883,1.9,0.102,-1.8,0,10.7,3.8,1.3,1.8
41,41,2,85,0.387,0.189,0.746,-0.2,-0.007,-4.3,-0.6,11.6,4,0.9,1.9
41,41,11,747,0.433,0.378,0.835,52.2,0.091,-0.1,12.9,37,16,3.9,2.7
41,41,7,505,0.538,0.351,0.831,75,0.236,8.7,41.2,30.2,19.2,10.2,6.2
42,42,1,5,0.2,0,NA,-0.1,-0.289,-17.4,-0.1,3.8,0.4,0.4,0
42,42,1,1,0,0,NA,-0.1,-0.52,-17.1,0,5,0,0,0
42,42,3,93,0.495,NA,0.659,1.2,0.095,-4.3,-0.3,6.3,1.4,2.1,0.1
42,42,1,17,0.605,NA,0.167,0.5,0.155,-0.7,0,8.5,2.8,2.1,0.1
42,42,2,59,0.656,0,0.712,1,0.124,-3.1,-0.1,6.9,2.6,1.5,0.3
42,42,1,28,0.347,0.238,0.68,-0.1,-0.02,-6.5,-0.3,9.4,2.6,1.4,0.4
42,42,2,30,0.349,0.25,0.5,-0.3,-0.064,-4.9,-0.1,6.5,2.6,0.8,0.5
42,42,1,2,0.273,0,1,0.1,0.147,-4.7,0,18.5,5,5.5,0.5
42,42,2,57,0.419,0.324,0.682,0.4,0.027,-5.1,-0.5,11.2,3.2,1.7,0.5
42,42,10,552,0.499,0.232,0.728,28.4,0.112,-1.8,0.6,22.1,9.2,5.7,0.7
42,42,1,37,0.365,0.4,0.857,0,0.006,-5.1,-0.2,8.2,2.4,0.9,0.8
42,42,2,100,0.381,0.394,0.7,0.1,0.005,-5.8,-1.2,12.7,3.5,1,0.8
42,42,4,267,0.417,0.34,0.664,4,0.042,-2.6,-0.7,17.1,7.3,3.5,0.9
42,42,6,367,0.426,0.399,0.861,16.4,0.111,0.4,4.4,19.4,8.3,2.7,1
42,42,16,1098,0.469,0,0.751,52.7,0.114,-1.5,2.9,20.3,6.8,5.8,1.3
42,42,5,159,0.593,0.356,0.755,11.4,0.167,1.7,3,20.5,10.4,5.8,1.3
42,42,10,466,0.437,0.396,0.823,20.1,0.084,-0.7,3.6,24.7,9,3.8,1.5
42,42,11,203,0.406,0.351,0.771,2.3,0.041,-2.5,-0.3,13.2,3.8,1.4,2
42,42,7,397,0.402,0.407,0.78,16,0.082,-1,2.4,23.5,7.8,2,2
42,42,4,247,0.474,0.301,0.739,10.2,0.087,-1.5,0.7,22.7,7,4.1,2
42,42,2,10,0.296,0.25,0.5,0,-0.015,-2.9,0,9.7,2.1,0.6,2.2
42,42,8,487,0.414,0.304,0.725,8.5,0.037,-2.2,-0.5,22.7,9.9,2.1,2.3
42,42,1,8,0.333,0.273,0.857,0,0.021,-4.4,-0.1,10.5,4.4,1.1,2.4
42,42,2,89,0.411,0.305,0.788,-0.9,-0.025,-5,-1.4,20.5,7.2,2.4,2.4
42,42,14,858,0.414,0.333,0.798,36.1,0.063,-0.4,11.2,31.9,15.1,3.9,3.1
42,42,10,508,0.414,0.378,0.757,33.3,0.114,1.1,10.9,27.5,8.8,4.3,3.5
43,43,1,5,0,NA,NA,-0.2,-1.264,-52,-0.1,1.2,0,0.2,0
43,43,4,40,0.356,NA,0.462,0.1,0.04,-5.5,-0.1,3.9,1.4,1.3,0.1
43,43,2,19,0.212,0.105,0.667,-0.2,-0.093,-9.6,-0.2,6.6,1.3,1.2,0.1
43,43,4,105,0.464,NA,0.465,1.3,0.101,-3.8,-0.3,6,1.8,2.2,0.2
43,43,7,334,0.51,0,0.534,10.4,0.085,-3.2,-1.8,17.7,5.9,5.8,0.2
43,43,2,26,0.457,0.421,0.556,0.2,0.056,-3,0,6.6,1.9,0.7,0.3
43,43,1,7,0,0,0.75,-0.1,-0.158,-9.1,0,2.7,0.4,0.3,0.3
43,43,2,13,0.625,NA,0.273,0.2,0.118,-0.4,0,7.8,2.5,2.5,0.3
43,43,1,28,0.432,0.19,0.633,0.2,0.054,-4.1,-0.1,7.9,3.3,2,0.3
43,43,13,683,0.47,0.091,0.705,15.6,0.061,-4.5,-7.8,18,6.2,4.3,0.4
43,43,3,63,0.385,0.222,0.722,0.5,0.035,-4.8,-0.5,11.3,3.6,1.9,0.4
43,43,2,32,0.406,0.27,0.632,-0.1,-0.02,-5.9,-0.2,7.1,3.1,0.7,0.4
43,43,1,53,0.404,0.279,0.759,0.5,0.06,-2.3,0,7.2,3,1.7,0.5
43,43,2,28,0.336,0.371,0.769,-0.6,-0.096,-7.6,-0.4,9.9,3.9,1.4,0.8
43,43,9,555,0.453,0.362,0.757,16.8,0.088,-1.7,0.6,16.5,6.7,3.1,0.9
43,43,3,127,0.393,0.296,0.768,0.4,0.016,-4.1,-0.6,8.5,3.4,1,0.9
43,43,6,306,0.474,0.111,0.786,8,0.066,-2,0,19,8.6,3.1,1
43,43,2,13,0.329,0.133,0.714,-0.5,-0.142,-7.7,-0.2,11.9,4.6,1.2,1.1
43,43,4,144,0.591,0.308,0.67,6.3,0.167,0.9,1.3,12.5,5.2,3.6,1.2
43,43,11,671,0.394,0.353,0.716,20.4,0.068,-1.5,1.9,21.6,6.3,2.7,1.3
43,43,8,483,0.425,0.358,0.83,20,0.085,0.2,6.2,23.4,11.9,2.8,1.4
43,43,3,36,0.382,0.294,0.703,0.4,0.04,-2.5,-0.1,14.8,3.9,1.8,1.4
43,43,3,99,0.436,0.326,0.803,2.7,0.084,-1.4,0.2,15.4,7.7,1.9,1.7
43,43,2,75,0.439,0.379,0.789,4.2,0.087,-0.7,0.8,31.1,12.8,2.4,2
43,43,12,629,0.447,0.38,0.838,55.9,0.134,2.2,21.4,32,19,3.8,2.1
43,43,18,1114,0.422,0.352,0.731,64.4,0.094,0.6,21.9,29.5,10.4,4.8,2.1
43,43,13,846,0.424,0.208,0.763,43.4,0.09,-1,5.9,27.3,6.8,2.5,5
44,44,1,6,0,NA,NA,0,0.155,5.2,0,1.5,0,0.7,0
44,44,1,9,0.267,0.2,0.727,0,0.002,-11,-0.1,3.9,1.9,1.1,0
44,44,11,230,0.448,0.2,0.665,2.6,0.055,-5,-1.7,9.9,2.8,2.2,0.2
44,44,4,162,0.466,0.2,0.657,2.9,0.075,-4.6,-1.2,11.6,3.9,2.9,0.2
44,44,2,65,0.528,NA,0.852,1.7,0.168,-1,0.1,7.6,2.8,2,0.3
44,44,3,53,0.478,0.378,0.667,0.2,0.033,-3,-0.1,6.2,2.7,1.2,0.3
44,44,1,41,0.375,0.28,0.724,0.2,0.021,-4.2,-0.2,9.9,2.9,0.9,0.6
44,44,1,28,0.394,0.33,0.8,0.2,0.016,-4.6,-0.5,24.6,6.4,4.3,0.6
44,44,13,813,0.437,0.177,0.743,26.5,0.095,-2.1,-0.4,16.5,6.2,4.1,0.8
44,44,9,432,0.458,0.377,0.847,16.8,0.121,0.2,3.8,15.5,6.2,3.2,0.9
44,44,12,456,0.408,0.372,0.861,15.4,0.114,-0.1,3.2,14.2,4.6,2.3,1
44,44,7,407,0.43,0.352,0.797,13.9,0.083,-0.5,2.9,19.7,7.9,3,1.2
44,44,3,113,0.38,0.295,0.781,1.1,0.029,-2.9,-0.4,15.9,5.2,2.1,1.2
44,44,5,213,0.417,0.345,0.711,3,0.034,-2.8,-0.9,19.9,7.5,2.5,1.5
44,44,5,260,0.436,0.14,0.715,3.3,0.026,-2.8,-1.3,23.8,7.3,2.9,1.6
44,44,2,110,0.434,0.182,0.754,0.5,0.017,-4.5,-0.8,12.1,3.7,0.9,1.9
44,44,7,238,0.403,0.432,0.869,3.8,0.079,-1.8,0.1,9.6,3.1,0.7,2
44,44,3,145,0.373,0.294,0.779,3.2,0.051,-2.8,-0.6,20.6,7,2,2.8
45,45,1,1,0.333,0,1,0,-0.022,-5.4,0,25,5,0,0
45,45,2,102,0.517,NA,0.672,1.5,0.056,-4.6,-0.9,12.8,4.3,2.7,0.3
45,45,3,75,0.438,0.347,0.629,2.1,0.116,-0.4,0.4,11.8,3.5,3,0.3
45,45,1,41,0.388,0.36,0.682,0.2,0.025,-3.5,-0.1,9.6,4.1,1.4,0.4
45,45,2,73,0.407,0.2,0.692,1,0.072,-3.5,-0.3,9.6,3.3,1.7,0.6
45,45,4,108,0.413,0.125,0.69,1.3,0.058,-4.3,-0.6,9.8,3,1.6,0.6
45,45,2,45,0.463,0,0.691,1.1,0.096,-1.7,0,12.2,4.5,2.1,0.7
45,45,12,792,0.464,0.414,0.78,38.5,0.138,1,10.1,16.9,5.8,3,0.7
45,45,3,26,0.486,0.286,0.667,0.2,0.087,-0.5,0.1,5.2,1.8,0.7,0.7
45,45,2,76,0.423,0.389,0.771,1.1,0.045,-2.7,-0.2,15.5,7.3,3,0.7
45,45,3,113,0.464,0.309,0.798,3.7,0.091,-0.9,0.5,17.4,6.1,3.6,0.8
45,45,3,128,0.417,0.161,0.786,2,0.049,-2,0,14.9,4.5,2.5,1
45,45,8,488,0.577,0.298,0.744,34.9,0.183,1.2,7.5,18.7,7.5,4.5,1
